No,Student ID,Full Name,Last Name,First Name,Birth,Gender,Social ID
38,23120038,TRAN DOAN THANH QUY,TRAN,DOAN THANH QUY,16/06/2005,male,1712382
39,23120039,LE QUANG VINH QUYEN,LE,QUANG VINH QUYEN,13/04/2005,male,1712383
40,23120040,NGUYEN TRINH XUAN QUYNH,NGUYEN,TRINH XUAN QUYNH,27/07/2005,male,1712384
41,23120041,HO QUANG SANG,HO,QUANG SANG,3/12/2005,male,1712385
42,23120042,LE HOANG SON,LE,HOANG SON,24/04/2005,male,1712386
43,23120043,NGUYEN NGOC SON,NGUYEN,NGOC SON,12/9/2005,male,1712387
44,23120044,LE TIEN TAI,LE,TIEN TAI,13/12/2005,male,1712388
45,23120045,NGUYEN VAN TAI,NGUYEN,VAN TAI,13/06/2005,male,1712389
46,23120046,PHAN VAN TAI,PHAN,VAN TAI,20/01/2005,male,1712390
47,23120047,TRAN DAI TAI,TRAN,DAI TAI,15/12/2005,male,1712391
48,23120048,TRAN HUU TAI,TRAN,HUU TAI,20/08/2005,male,1712392
49,23120049,VO TUAN TAI,VO,TUAN TAI,3/1/2005,male,1712393
50,23120050,NGUYEN MINH TAM,NGUYEN,MINH TAM,23/05/2005,male,1712394
51,23120051,TRAN MINH TAM,TRAN,MINH TAM,26/11/2005,male,1712395
52,23120052,VO THANH TAM,VO,THANH TAM,21/03/2005,male,1712396
53,23120053,NGUYEN NHAT TAN,NGUYEN,NHAT TAN,30/07/2005,male,1712397
54,23120054,NGUYEN TRUONG TAN,NGUYEN,TRUONG TAN,11/12/2005,male,1712398
55,23120055,TRAN NHAT TAN,TRAN,NHAT TAN,25/02/2005,male,1712399
56,23120056,HOANG NGOC THACH,HOANG,NGOC THACH,2/5/2005,male,1712400
57,23120057,NGUYEN THANH THAI,NGUYEN,THANH THAI,8/6/2005,male,1712401
58,23120058,LONG VAN THANG,LONG,VAN THANG,24/01/2005,male,1712402
59,23120059,NGUYEN QUANG THANG,NGUYEN,QUANG THANG,30/06/2005,male,1712403
60,23120060,TRUONG TAM THANH,TRUONG,TAM THANH,25/03/2005,male,1712404
61,23120061,VO TUAN THANH,VO,TUAN THANH,24/08/2005,male,1712405
62,23120062,LUONG THI? DIE?U THA?O,LUONG,THI? DIE?U THA?O,4/5/2005,male,1712406
63,23120063,DO HANH THAO,DO,HANH THAO,21/10/2005,male,1712407
64,23120064,NGUYEN THI ANH THI,NGUYEN,THI ANH THI,27/01/2005,male,1712408
65,23120065,NGUYE~N MINH THIE?N,NGUYE~N,MINH THIE?N,27/08/2005,male,1712409
66,23120066,DINH DUC THIEN,DINH,DUC THIEN,19/01/2005,male,1712410
67,23120067,NGUYEN MINH THIEN,NGUYEN,MINH THIEN,13/05/2005,male,1712411
68,23120068,VO KHAC THIEN,VO,KHAC THIEN,15/12/2005,male,1712412
69,23120069,NGUYEN QUOC THINH,NGUYEN,QUOC THINH,19/05/2005,male,1712413
70,23120070,TRAN DAC THINH,TRAN,DAC THINH,1/9/2005,male,1712414
71,23120071,THI KIEU THO,THI,KIEU THO,8/11/2005,male,1712415
72,23120072,VU THI KIM THOA,VU,THI KIM THOA,14/04/2005,male,1712416
73,23120073,PHAM NGUYEN QUANG THOAI,PHAM,NGUYEN QUANG THOAI,31/07/2005,male,1712417
74,23120074,NGUYEN QUANG THONG,NGUYEN,QUANG THONG,4/8/2005,male,1712418
75,23120075,NGUYEN LE ANH THU,NGUYEN,LE ANH THU,5/1/2005,male,1712419
76,23120076,TRAN HOANG MINH THU,TRAN,HOANG MINH THU,25/05/2005,male,1712420
77,23120077,PHAM CHI THUAN,PHAM,CHI THUAN,14/09/2005,male,1712421
78,23120078,DOAN MINH THUAN,DOAN,MINH THUAN,9/1/2005,male,1712422
79,23120079,LE PHUC THUAN,LE,PHUC THUAN,27/05/2005,male,1712423
80,23120080,TRAN QUANG THUAN,TRAN,QUANG THUAN,12/11/2005,male,1712424
81,23120081,DO HUU THUC,DO,HUU THUC,8/5/2005,male,1712425
82,23120082,NGUYEN HUU VUONG,NGUYEN,HUU VUONG,14/07/2005,male,1712426
83,23120083,HO TRAN ANH THU,HO,TRAN ANH THU,5/2/2005,male,1712427
84,23120084,Nguyen Van A,Nguyen,Van A,01/01/2005,male,111111
