No,Student ID,Full Name,Last Name,First Name,Birth,Gender,Social ID
61,22120072,NGUYEN ANH DUNG,NGUYEN,ANH DUNG,3/2/2004,male,62204005372
62,22120073,LY NGOC DUONG,LY,NGOC DUONG,3/3/2004,male,62204005373
63,22120074,DO NHAT DUY,DO,NHAT DUY,3/4/2004,male,62204005374
64,22120075,HO ANH DUY,HO,ANH DUY,3/5/2004,male,62204005375
65,22120076,HO KHANH DUY,HO,KHANH DUY,3/6/2004,male,62204005376
66,22120078,NGUYEN BA DUY,NGUYEN,BA DUY,3/7/2004,male,62204005377
67,22120080,NGUYEN MINH DUY,NGUYEN,MINH DUY,4/7/2004,male,62204005378
68,22120081,PHAM THANH DUY,PHAM,THANH DUY,19/03/2004,male,62204005308
69,22120083,NGUYEN TRAN GIA,NGUYEN,TRAN GIA,6/7/2004,male,62204005380
70,22120084,PHAM HOANG GIANG,PHAM,HOANG GIANG,7/7/2004,male,62204005381
71,22120086,NGUYEN CONG GIAP,NGUYEN,CONG GIAP,8/7/2004,male,62204005382
72,22120088,VAN HO PHUONG HA,VAN,HO PHUONG HA,9/7/2004,female,62204005383
73,22120089,DO XUAN HAI,DO,XUAN HAI,10/7/2004,male,62204005384
